t,orangeLx,orangeLy,orangeRx,orangeRy,bluex,bluey,pinkx,pinky
16.533333333333335,808,115,1290,117,830,921,1288,917
16.566666666666666,808,115,1290,117,821,921,1297,917
16.6,807,115,1290,117,811,922,1307,916
16.633333333333333,808,115,1290,116,802,922,1316,916
16.666666666666668,808,115,1290,117,792,922,1325,916
16.7,808,115,1290,117,783,921,1334,915
16.733333333333334,807,115,1290,116,774,921,1343,915
16.766666666666666,808,115,1290,117,765,921,1351,914
16.8,807,115,1290,117,757,921,1360,913
16.833333333333332,807,115,1290,117,749,920,1366,913
16.866666666666667,808,115,1290,117,742,920,1373,912
16.9,808,115,1290,117,735,919,1379,911
16.933333333333334,807,115,1290,117,729,918,1385,910
16.966666666666665,808,115,1290,117,724,918,1389,910
17.0,808,115,1290,116,719,917,1393,909
17.033333333333335,808,115,1290,116,716,917,1396,909
17.066666666666666,808,115,1290,117,713,917,1398,909
17.1,808,115,1290,117,711,916,1399,909
17.133333333333333,808,115,1290,117,710,916,1400,908
17.166666666666668,808,115,1290,117,709,916,1399,909
17.2,808,115,1290,117,710,916,1398,909
17.233333333333334,808,115,1290,117,711,916,1396,909
17.266666666666666,808,115,1290,116,714,917,1392,910
17.3,808,115,1290,117,717,917,1389,910
17.333333333333332,808,115,1290,117,721,918,1384,911
17.366666666666667,808,115,1290,116,726,918,1379,911
17.4,808,115,1290,116,732,919,1372,912
17.433333333333334,808,115,1290,117,738,919,1366,912
17.466666666666665,808,115,1290,116,744,920,1358,913
17.5,808,115,1290,117,752,920,1350,914
17.533333333333335,808,115,1290,117,760,921,1342,915
17.566666666666666,808,115,1290,116,768,921,1333,915
17.6,808,115,1290,117,777,921,1324,916
17.633333333333333,808,115,1291,116,786,922,1315,916
17.666666666666668,808,115,1290,117,796,922,1306,917
17.7,808,115,1290,117,805,922,1296,917
17.733333333333334,808,115,1290,117,815,922,1287,917
17.766666666666666,808,115,1290,117,824,922,1277,917
17.8,808,115,1290,117,834,921,1268,917
17.833333333333332,808,115,1290,116,843,921,1259,916
17.866666666666667,808,115,1290,116,852,921,1250,916
17.9,808,115,1290,117,861,920,1241,915
17.933333333333334,808,115,1290,116,869,919,1234,915
17.966666666666665,808,115,1290,117,877,919,1226,914
18.0,808,115,1290,117,884,918,1219,914
18.033333333333335,808,115,1290,116,891,917,1213,913
18.066666666666666,808,115,1290,117,897,916,1208,913
18.1,808,115,1290,117,902,916,1203,913
18.133333333333333,808,115,1290,117,907,916,1200,912
18.166666666666668,808,115,1290,117,911,915,1196,912
18.2,808,115,1290,117,914,915,1194,911
18.233333333333334,808,115,1290,116,916,914,1192,911
18.266666666666666,808,115,1290,116,917,914,1192,911
18.3,808,115,1290,117,918,914,1192,911
18.333333333333332,808,115,1290,117,917,914,1193,911
18.366666666666667,808,115,1290,116,916,914,1195,912
18.4,808,115,1290,116,914,915,1198,912
18.433333333333334,808,115,1290,116,911,915,1202,912
18.466666666666665,808,115,1290,116,907,916,1206,913
18.5,808,115,1290,116,902,916,1211,913
18.533333333333335,808,115,1290,117,897,917,1217,914
18.566666666666666,808,115,1290,117,891,917,1224,914
18.6,808,115,1290,116,884,918,1231,915
18.633333333333333,808,115,1290,117,877,919,1238,915
18.666666666666668,808,115,1290,117,869,919,1247,916
18.7,808,115,1290,116,861,920,1256,916
18.733333333333334,808,115,1290,117,852,921,1265,916
18.766666666666666,808,115,1290,116,843,921,1274,917
18.8,808,115,1290,117,834,921,1283,917
18.833333333333332,808,115,1290,116,825,922,1293,917
18.866666666666667,808,115,1290,116,815,922,1302,916
18.9,808,115,1290,117,805,922,1312,916
18.933333333333334,808,115,1290,117,796,922,1321,916
18.966666666666665,808,115,1290,116,787,921,1330,915
19.0,808,115,1290,117,777,921,1339,915
19.033333333333335,808,115,1290,117,769,921,1348,914
19.066666666666666,808,115,1291,116,760,920,1355,914
19.1,808,115,1290,117,753,920,1363,913
19.133333333333333,808,115,1290,117,745,920,1370,912
19.166666666666668,808,115,1290,116,738,919,1376,911
19.2,808,115,1290,117,732,918,1382,911
19.233333333333334,808,115,1290,117,726,918,1387,910
19.266666666666666,808,115,1290,117,722,918,1391,910
19.3,808,115,1290,117,718,917,1394,909
19.333333333333332,808,115,1290,117,714,917,1397,909
19.366666666666667,808,115,1290,117,712,917,1399,908
19.4,808,115,1290,117,711,916,1399,909
19.433333333333334,808,115,1290,117,710,916,1399,909
19.466666666666665,808,115,1290,116,710,916,1399,908
19.5,808,115,1290,117,711,916,1397,909
19.533333333333335,808,115,1291,116,713,916,1394,909
19.566666666666666,808,115,1290,116,716,917,1390,910
19.6,808,115,1290,117,720,917,1386,910
19.633333333333333,808,115,1290,116,724,918,1381,911
19.666666666666668,808,115,1290,117,729,918,1375,912
19.7,808,115,1290,117,735,919,1369,912
19.733333333333334,808,115,1290,116,742,919,1362,913
19.766666666666666,808,115,1290,117,749,920,1354,914
19.8,808,115,1290,117,757,920,1346,914
19.833333333333332,808,115,1290,116,765,921,1338,915
19.866666666666667,808,115,1290,116,774,921,1329,916
19.9,808,115,1290,117,783,922,1320,916
19.933333333333334,808,115,1290,116,792,922,1310,916
19.966666666666665,808,115,1290,116,801,922,1300,917
20.0,808,115,1290,117,811,922,1291,917
20.033333333333335,808,115,1290,117,820,922,1281,917
20.066666666666666,807,115,1290,117,830,921,1272,917
20.1,808,115,1290,117,839,921,1263,916
20.133333333333333,808,115,1290,117,848,921,1254,916
20.166666666666668,808,115,1290,117,857,920,1246,916
20.2,808,115,1290,116,865,920,1237,915
20.233333333333334,808,115,1290,116,873,919,1230,915
20.266666666666666,808,115,1290,116,881,918,1223,914
20.3,808,115,1290,116,888,918,1216,914
20.333333333333332,808,115,1290,116,894,917,1210,913
20.366666666666667,808,115,1290,116,900,916,1206,913
20.4,808,115,1290,117,905,916,1201,912
20.433333333333334,808,115,1290,117,909,915,1197,912
20.466666666666665,808,115,1290,117,912,915,1195,911
20.5,808,115,1290,117,915,915,1193,911
20.533333333333335,808,115,1290,117,917,914,1192,911
20.566666666666666,808,115,1291,116,917,914,1192,911
20.6,808,115,1290,116,917,914,1192,911
20.633333333333333,808,115,1290,116,916,914,1194,911
20.666666666666668,808,115,1290,116,914,914,1196,912
20.7,808,115,1290,116,912,915,1200,912
20.733333333333334,808,115,1290,117,908,915,1204,913
20.766666666666666,808,115,1290,116,904,916,1209,913
20.8,808,115,1290,117,899,916,1214,914
20.833333333333332,808,115,1290,117,893,917,1220,914
20.866666666666667,808,115,1290,117,887,918,1228,914
20.9,808,115,1290,117,880,918,1235,915
20.933333333333334,808,115,1290,116,872,919,1243,916
20.966666666666665,808,115,1290,116,864,920,1251,916
21.0,808,115,1290,117,856,920,1260,916
21.033333333333335,808,115,1290,116,847,921,1269,917
21.066666666666666,808,115,1290,116,838,921,1279,917
21.1,808,115,1290,117,828,922,1288,917
21.133333333333333,807,115,1290,116,819,922,1298,917
21.166666666666668,808,115,1290,117,810,922,1307,916
21.2,808,115,1290,116,800,922,1317,916
21.233333333333334,808,115,1290,117,791,922,1326,916
21.266666666666666,808,115,1290,117,781,921,1335,915
21.3,808,115,1290,117,772,921,1343,915
21.333333333333332,808,115,1290,116,764,921,1352,914
21.366666666666667,808,115,1290,117,756,920,1359,913
21.4,808,115,1290,116,749,920,1367,913
21.433333333333334,808,115,1290,117,742,919,1373,912
21.466666666666665,808,115,1290,117,735,919,1379,911
21.5,808,115,1290,117,729,918,1385,910
21.533333333333335,808,115,1290,117,724,918,1389,910
21.566666666666666,808,115,1290,117,720,917,1392,909
21.6,808,115,1290,117,716,917,1396,909
21.633333333333333,808,115,1290,117,713,917,1398,909
21.666666666666668,808,115,1290,117,711,916,1399,909
21.7,808,115,1290,116,710,916,1399,909
21.733333333333334,808,115,1290,117,710,916,1399,908
21.766666666666666,808,115,1290,116,711,916,1397,909
21.8,808,115,1290,116,713,917,1395,909
21.833333333333332,808,115,1290,117,715,917,1392,909
21.866666666666667,808,115,1290,116,718,917,1388,910
21.9,808,115,1290,116,723,918,1383,911
21.933333333333334,808,115,1290,116,728,918,1378,911
21.966666666666665,808,115,1290,116,733,919,1372,912
22.0,808,115,1290,117,740,919,1365,913
22.033333333333335,808,115,1290,116,746,920,1358,913
22.066666666666666,808,115,1290,117,754,920,1350,914
22.1,808,115,1290,117,762,920,1342,915
22.133333333333333,808,115,1290,116,770,921,1333,915
22.166666666666668,808,115,1290,117,779,922,1324,916
22.2,808,115,1290,117,788,922,1315,916
22.233333333333334,808,115,1290,117,797,922,1305,916
22.266666666666666,808,115,1290,116,807,922,1296,917
22.3,808,115,1290,117,816,922,1286,916
22.333333333333332,808,115,1290,117,826,922,1277,917
22.366666666666667,808,115,1290,117,835,921,1268,916
22.4,808,115,1290,117,844,921,1258,916
22.433333333333334,808,115,1290,116,853,920,1249,916
22.466666666666665,808,115,1290,116,862,920,1241,916
22.5,808,115,1290,116,870,919,1233,915
22.533333333333335,808,115,1290,116,878,919,1226,914
22.566666666666666,808,115,1290,117,885,918,1219,914
22.6,808,115,1290,116,891,917,1213,914
22.633333333333333,807,115,1290,116,897,917,1208,913
22.666666666666668,808,115,1290,116,902,916,1203,913
22.7,808,115,1290,116,907,916,1199,912
22.733333333333334,808,115,1290,116,911,915,1196,912
22.766666666666666,808,115,1290,117,913,915,1194,911
22.8,808,115,1290,117,915,914,1192,911
22.833333333333332,808,115,1290,116,917,914,1192,911
22.866666666666667,808,115,1290,117,917,914,1192,911
22.9,808,115,1290,116,916,914,1193,912
22.933333333333334,808,115,1290,117,915,914,1195,911
22.966666666666665,808,115,1290,117,913,915,1198,912
23.0,808,115,1290,116,910,915,1202,912
23.033333333333335,808,115,1290,116,906,916,1207,913
23.066666666666666,808,115,1290,116,901,916,1212,913
23.1,808,115,1290,116,895,917,1218,914
23.133333333333333,808,115,1290,117,890,918,1224,914
23.166666666666668,808,115,1290,116,883,918,1231,915
23.2,808,115,1290,117,875,919,1239,916
23.233333333333334,808,115,1290,116,868,920,1247,916
23.266666666666666,808,115,1290,116,859,920,1256,916
23.3,808,115,1290,116,851,921,1265,916
23.333333333333332,808,115,1290,116,842,921,1274,917
23.366666666666667,808,115,1290,116,832,921,1284,917
23.4,808,115,1290,117,823,921,1293,917
23.433333333333334,808,115,1290,116,814,922,1303,917
23.466666666666665,808,115,1290,117,804,922,1312,916
23.5,808,115,1290,116,795,922,1322,916
23.533333333333335,808,115,1290,117,785,922,1331,916
23.566666666666666,808,115,1290,117,776,921,1339,915
23.6,808,115,1290,117,768,921,1348,914
23.633333333333333,808,115,1290,117,760,921,1356,914
23.666666666666668,808,115,1290,117,752,920,1363,913
23.7,808,115,1290,116,744,920,1370,912
23.733333333333334,808,115,1290,117,738,919,1376,911
23.766666666666666,807,115,1290,117,732,919,1382,911
23.8,808,115,1290,116,727,918,1387,910
23.833333333333332,808,115,1290,117,722,918,1391,910
23.866666666666667,808,115,1290,117,718,917,1394,909
23.9,808,115,1290,116,715,917,1397,909
23.933333333333334,808,115,1290,117,712,917,1398,909
23.966666666666665,808,115,1290,117,711,916,1399,908
24.0,808,115,1290,117,711,916,1399,909
24.033333333333335,808,115,1290,117,711,916,1398,909
24.066666666666666,808,115,1290,117,712,916,1396,909
24.1,808,115,1290,117,714,917,1394,909
24.133333333333333,808,115,1290,117,717,917,1390,910
24.166666666666668,808,115,1290,117,721,918,1386,910
24.2,808,115,1290,117,726,918,1381,911
24.233333333333334,808,115,1290,117,731,919,1375,912
24.266666666666666,808,115,1290,117,736,919,1368,913
24.3,808,115,1290,117,744,919,1361,913
24.333333333333332,808,115,1290,117,750,920,1354,914
24.366666666666667,808,115,1290,117,758,920,1346,915
24.4,808,115,1290,116,767,921,1337,915
24.433333333333334,808,115,1290,116,775,921,1328,916
24.466666666666665,808,115,1290,116,784,922,1319,916
24.5,808,115,1290,117,793,922,1310,916
24.533333333333335,808,115,1290,117,803,922,1300,917
24.566666666666666,808,115,1290,117,812,922,1291,917
24.6,808,115,1290,117,822,921,1281,917
24.633333333333333,808,115,1290,117,831,921,1272,917
24.666666666666668,808,115,1290,117,840,921,1263,916
24.7,808,115,1290,116,849,921,1254,916
24.733333333333334,808,115,1290,116,858,920,1245,916
24.766666666666666,808,115,1290,116,866,920,1237,915
24.8,808,115,1290,116,874,919,1230,915
24.833333333333332,808,115,1290,116,882,918,1223,914
24.866666666666667,808,115,1290,116,888,918,1216,914
24.9,808,115,1290,116,894,917,1211,913
24.933333333333334,808,115,1290,116,900,916,1205,913
24.966666666666665,808,115,1290,117,905,916,1201,912
25.0,808,115,1290,116,909,915,1198,912
25.033333333333335,808,115,1290,116,912,915,1195,911
25.066666666666666,808,115,1290,117,914,915,1193,911
25.1,807,115,1290,116,916,914,1192,911
25.133333333333333,808,115,1290,117,917,914,1192,911
25.166666666666668,808,115,1290,116,916,914,1193,911
25.2,808,115,1290,116,915,914,1194,911
25.233333333333334,808,115,1290,117,913,915,1197,912
25.266666666666666,808,115,1290,116,911,915,1200,912
25.3,808,115,1290,116,907,916,1204,913
25.333333333333332,808,115,1290,116,903,916,1209,913
25.366666666666667,808,115,1290,116,898,916,1215,913
25.4,808,115,1290,116,892,917,1221,914
25.433333333333334,808,115,1290,116,885,918,1228,914
25.466666666666665,808,115,1290,116,879,919,1236,915
25.5,808,115,1290,117,871,919,1243,916
25.533333333333335,808,115,1290,116,863,920,1252,916
25.566666666666666,808,115,1290,116,854,921,1261,916
25.6,808,115,1290,116,846,921,1270,916
25.633333333333333,808,115,1290,116,836,921,1279,917
25.666666666666668,808,115,1290,116,827,922,1288,917
25.7,808,115,1290,116,817,922,1298,917
25.733333333333334,808,115,1290,116,808,922,1307,916
25.766666666666666,808,115,1290,117,799,922,1317,916
25.8,808,115,1290,116,790,922,1326,916
25.833333333333332,808,115,1290,117,781,921,1335,915
25.866666666666667,808,115,1290,117,771,921,1343,915
25.9,808,115,1290,117,763,921,1352,914
25.933333333333334,808,115,1290,117,756,920,1360,913
25.966666666666665,808,115,1290,117,747,920,1367,913
26.0,808,115,1290,117,741,919,1373,912
26.033333333333335,808,115,1290,117,734,919,1379,911
26.066666666666666,808,115,1290,116,729,918,1384,911
26.1,808,115,1290,116,724,918,1389,910
26.133333333333333,808,115,1290,117,720,917,1393,909
26.166666666666668,808,115,1290,116,716,917,1396,909
26.2,808,115,1290,117,714,917,1398,909
26.233333333333334,808,115,1290,117,712,916,1399,909
26.266666666666666,808,115,1290,117,711,917,1399,909
26.3,808,115,1290,117,711,916,1398,909
26.333333333333332,808,115,1290,117,712,916,1397,909
26.366666666666667,808,115,1290,116,713,917,1395,909
26.4,808,115,1290,117,716,917,1391,910
26.433333333333334,808,115,1290,116,720,917,1388,910
26.466666666666665,808,115,1290,116,724,918,1383,911
26.5,808,115,1290,117,729,918,1378,911
26.533333333333335,808,115,1290,117,734,919,1372,912
26.566666666666666,808,115,1290,117,741,919,1365,913
26.6,808,115,1290,117,748,920,1358,913
26.633333333333333,808,115,1290,117,756,920,1350,914
26.666666666666668,808,115,1290,117,764,921,1341,915
26.7,808,115,1290,117,772,921,1333,915
26.733333333333334,808,115,1290,117,781,922,1324,916
26.766666666666666,808,115,1290,117,790,922,1314,916
26.8,808,115,1290,116,799,922,1305,916
26.833333333333332,808,115,1290,116,808,922,1296,917
26.866666666666667,807,115,1290,117,817,922,1286,917
26.9,807,115,1290,117,827,921,1277,916
26.933333333333334,808,115,1290,117,836,921,1268,916
26.966666666666665,808,115,1290,116,845,921,1258,916
27.0,808,115,1290,117,854,920,1249,916
27.033333333333335,809,116,1290,117,863,920,1241,916
27.066666666666666,808,115,1290,116,871,919,1233,915
27.1,808,115,1290,116,878,919,1226,914
27.133333333333333,808,115,1290,117,885,918,1219,914
27.166666666666668,808,115,1290,116,892,917,1213,913
27.2,808,115,1290,116,897,917,1208,913
27.233333333333334,808,115,1290,116,902,916,1203,913
27.266666666666666,807,115,1290,116,907,916,1200,912
27.3,807,115,1290,116,910,915,1196,912
27.333333333333332,808,115,1290,116,913,915,1194,911
27.366666666666667,808,115,1290,117,915,914,1193,911
27.4,808,115,1290,116,916,914,1192,911
27.433333333333334,808,115,1290,116,916,914,1192,911
27.466666666666665,808,115,1290,116,915,914,1193,911
27.5,808,115,1290,116,914,915,1196,912
27.533333333333335,808,115,1291,116,912,915,1199,912
27.566666666666666,808,115,1290,116,908,915,1202,913
27.6,808,115,1290,116,904,916,1207,913
27.633333333333333,807,115,1290,116,900,916,1212,913
27.666666666666668,807,115,1290,116,894,917,1218,914
27.7,808,115,1290,116,888,918,1224,914
27.733333333333334,808,115,1290,117,881,918,1232,915
27.766666666666666,807,115,1290,116,874,919,1239,916
27.8,808,115,1290,117,866,920,1248,916
27.833333333333332,808,115,1290,117,858,920,1256,916
27.866666666666667,808,115,1290,117,849,921,1265,916
27.9,808,115,1290,117,840,921,1274,917
27.933333333333334,808,115,1290,117,831,921,1284,917
27.966666666666665,808,115,1290,117,822,922,1293,917
28.0,808,115,1290,117,813,922,1303,916
28.033333333333335,808,115,1290,116,803,922,1312,916
28.066666666666666,808,115,1290,117,793,922,1321,916
28.1,808,115,1291,116,784,922,1331,916
28.133333333333333,808,115,1290,117,775,921,1339,915
28.166666666666668,808,115,1290,117,767,921,1348,914
28.2,808,115,1290,117,759,920,1356,914
28.233333333333334,808,115,1290,117,751,920,1363,913
28.266666666666666,808,115,1290,117,744,919,1370,912
28.3,808,115,1290,117,737,919,1376,911
28.333333333333332,808,115,1290,117,732,918,1382,911
28.366666666666667,808,115,1290,117,726,918,1387,910
28.4,807,115,1290,117,722,918,1391,910
28.433333333333334,808,115,1290,117,718,917,1394,909
28.466666666666665,808,115,1290,117,715,917,1397,909
28.5,808,115,1290,117,713,917,1398,909
28.533333333333335,808,115,1290,117,712,916,1399,909
28.566666666666666,807,115,1291,116,711,916,1399,909
28.6,808,115,1290,117,712,916,1398,909
28.633333333333333,808,115,1290,117,713,916,1396,909
28.666666666666668,808,115,1290,117,715,917,1393,909
28.7,808,115,1290,117,719,917,1390,910
28.733333333333334,808,115,1290,117,722,918,1386,910
28.766666666666666,808,115,1290,117,727,918,1380,911
28.8,808,115,1290,116,732,919,1375,912
28.833333333333332,808,115,1290,117,738,919,1368,912
28.866666666666667,807,115,1290,117,745,920,1361,913
28.9,808,115,1290,116,752,920,1354,914
28.933333333333334,808,115,1290,116,760,921,1346,914
28.966666666666665,808,115,1290,117,768,921,1337,915
29.0,808,115,1290,117,777,922,1328,916
29.033333333333335,808,115,1290,117,786,922,1319,916
29.066666666666666,808,115,1290,117,795,922,1310,916
29.1,808,115,1290,117,804,922,1300,917
29.133333333333333,808,115,1290,117,814,922,1291,917
29.166666666666668,808,115,1290,117,823,922,1281,917
29.2,808,115,1290,117,832,922,1272,917
29.233333333333334,808,115,1290,116,842,921,1263,916
29.266666666666666,808,115,1290,116,850,920,1254,916
29.3,808,115,1290,116,859,920,1245,916
29.333333333333332,808,115,1290,116,867,920,1238,915
29.366666666666667,808,115,1290,116,875,919,1230,915
29.4,808,115,1290,117,882,918,1223,914
29.433333333333334,808,115,1290,116,889,918,1216,914
29.466666666666665,808,115,1290,117,895,917,1211,913
29.5,808,115,1290,117,900,916,1205,913
29.533333333333335,807,115,1290,116,905,916,1201,912
29.566666666666666,808,115,1290,116,909,915,1198,912
29.6,807,115,1290,116,912,915,1195,911
29.633333333333333,807,115,1290,116,914,915,1193,911
29.666666666666668,808,115,1290,116,915,914,1192,911
29.7,808,115,1290,116,916,914,1192,911
29.733333333333334,808,115,1290,117,915,914,1193,911
29.766666666666666,808,115,1290,117,914,914,1195,911
29.8,808,115,1290,116,912,915,1197,912
29.833333333333332,808,115,1290,117,909,915,1200,912
29.866666666666667,808,115,1290,117,906,916,1204,913
29.9,808,115,1290,116,901,916,1209,913
29.933333333333334,808,115,1290,117,896,917,1215,914
29.966666666666665,807,115,1290,116,890,917,1221,914
30.0,808,115,1290,116,884,918,1228,915
30.033333333333335,808,115,1290,116,877,919,1236,915
30.066666666666666,807,115,1290,116,869,919,1243,916
30.1,808,115,1290,116,861,920,1252,916
30.133333333333333,808,115,1290,116,852,921,1261,916
30.166666666666668,807,115,1290,117,844,921,1270,916
30.2,808,115,1290,117,835,921,1279,917
30.233333333333334,808,115,1290,117,825,922,1289,917
30.266666666666666,807,115,1290,117,816,922,1298,917
30.3,808,115,1290,117,807,922,1308,916
30.333333333333332,808,115,1290,116,797,922,1317,916
30.366666666666667,808,115,1290,117,788,922,1326,916
30.4,808,115,1290,117,779,921,1335,915
30.433333333333334,808,115,1290,117,771,921,1344,915
30.466666666666665,808,115,1290,117,762,921,1352,914
30.5,808,115,1290,117,755,920,1359,913
30.533333333333335,808,115,1290,117,747,920,1366,913
30.566666666666666,808,115,1290,117,741,919,1373,912
30.6,808,115,1290,117,734,919,1379,911
30.633333333333333,808,115,1291,117,729,919,1385,911
30.666666666666668,808,115,1291,117,724,918,1389,910
30.7,808,115,1290,116,719,917,1392,909
30.733333333333334,807,115,1290,117,717,917,1395,909
30.766666666666666,807,115,1290,116,714,917,1398,909
30.8,807,115,1290,116,712,916,1398,909
30.833333333333332,807,115,1290,117,712,917,1399,909
30.866666666666667,808,115,1290,116,712,917,1398,909
30.9,808,115,1290,117,712,917,1397,909
30.933333333333334,807,115,1290,117,714,917,1394,909
30.966666666666665,808,115,1290,117,717,917,1391,910
31.0,808,115,1290,117,721,918,1388,911
31.033333333333335,807,115,1290,117,725,918,1383,911
31.066666666666666,808,115,1290,117,730,919,1378,912
31.1,808,115,1290,117,736,919,1372,912
31.133333333333333,807,115,1290,117,742,919,1365,913
31.166666666666668,808,115,1290,117,749,920,1358,913
31.2,808,115,1291,116,757,920,1350,914
31.233333333333334,808,115,1291,116,765,921,1342,915
31.266666666666666,808,115,1291,116,773,921,1333,915
31.3,809,114,1291,116,783,921,1325,915
31.333333333333332,808,115,1291,116,791,922,1315,917
31.366666666666667,808,115,1291,117,800,922,1305,917
31.4,808,115,1291,117,811,922,1296,916
31.433333333333334,808,115,1291,116,820,921,1287,916
31.466666666666665,809,114,1291,116,829,921,1278,916
31.5,809,114,1292,115,839,920,1269,916
31.533333333333335,810,114,1292,115,848,920,1260,915
31.566666666666666,809,114,1292,115,856,919,1251,915
31.6,809,114,1291,116,864,919,1242,915
31.633333333333333,809,115,1292,116,872,919,1235,915
31.666666666666668,808,115,1291,116,879,919,1227,914
31.7,808,115,1291,117,887,918,1220,914
31.733333333333334,809,115,1292,116,893,917,1215,913
31.766666666666666,809,115,1292,116,899,916,1209,913
31.8,809,115,1291,117,904,916,1204,913
31.833333333333332,809,115,1291,117,908,915,1201,912
31.866666666666667,809,115,1292,117,911,915,1198,912
31.9,808,116,1291,117,914,915,1195,912
31.933333333333334,809,116,1291,117,916,915,1194,912
31.966666666666665,809,116,1291,117,916,915,1193,912
32.0,807,117,1290,118,914,916,1191,913
32.03333333333333,805,118,1289,119,912,917,1192,914
32.06666666666667,805,118,1288,119,911,917,1194,914
32.1,805,117,1288,119,909,917,1197,914
32.13333333333333,806,116,1289,117,907,916,1203,913
32.166666666666664,808,115,1291,116,906,915,1209,911
32.2,811,112,1294,114,904,912,1218,909
32.233333333333334,814,110,1297,111,900,912,1225,909
32.266666666666666,814,111,1297,112,893,915,1231,911
32.3,813,112,1296,113,885,915,1237,911
32.333333333333336,813,112,1296,113,879,916,1246,912
32.36666666666667,813,113,1296,113,870,917,1254,913
32.4,812,113,1295,114,862,918,1262,913
32.43333333333333,814,112,1296,113,855,917,1273,913
32.46666666666667,815,111,1298,112,847,917,1283,912
32.5,815,111,1298,112,838,917,1292,911
32.53333333333333,815,110,1298,111,828,917,1302,911
32.56666666666667,815,110,1298,111,820,917,1311,911
32.6,815,110,1298,111,809,917,1320,911
32.63333333333333,814,111,1297,112,798,918,1328,912
32.666666666666664,813,112,1296,113,789,919,1336,913
32.7,812,113,1295,114,778,920,1344,913
32.733333333333334,811,114,1294,115,770,920,1351,913
32.766666666666666,811,114,1294,116,762,919,1360,913
32.8,812,114,1294,115,754,919,1367,912
32.833333333333336,811,114,1293,115,746,919,1372,911
32.86666666666667,810,114,1292,115,739,918,1378,911
32.9,810,114,1292,115,733,918,1383,911
32.93333333333333,809,115,1291,117,727,918,1387,911
32.96666666666667,808,115,1290,117,723,917,1391,909
