t,pivotLx,pivotLy,pivotRx,pivotRy,bobx,boby
8.033333333333333,681,76,1181,78,1143,913
8.05,681,76,1181,78,1147,913
8.066666666666666,681,76,1181,78,1151,913
8.083333333333334,681,76,1181,78,1155,913
8.1,681,76,1181,78,1161,913
8.116666666666667,681,76,1181,78,1166,913
8.133333333333333,681,76,1181,78,1171,913
8.15,681,76,1181,78,1176,914
8.166666666666666,681,76,1181,78,1181,913
8.183333333333334,681,76,1181,78,1187,913
8.2,681,76,1181,78,1193,913
8.216666666666667,681,76,1181,78,1198,913
8.233333333333333,681,76,1181,78,1203,913
8.25,681,76,1181,78,1209,913
8.266666666666667,681,76,1181,78,1214,913
8.283333333333333,681,76,1181,78,1218,913
8.3,681,76,1181,78,1223,913
8.316666666666666,681,76,1181,78,1227,913
8.333333333333334,681,76,1181,78,1231,912
8.35,681,76,1181,78,1235,912
8.366666666666667,681,76,1181,78,1238,911
8.383333333333333,681,76,1181,78,1240,911
8.4,681,76,1181,78,1242,911
8.416666666666666,681,76,1181,78,1244,911
8.433333333333334,681,76,1181,78,1245,911
8.45,681,76,1181,78,1246,911
8.466666666666667,681,76,1181,78,1246,911
8.483333333333333,681,76,1181,78,1246,911
8.5,681,76,1181,78,1245,911
8.516666666666667,681,76,1181,78,1244,911
8.533333333333333,681,76,1181,78,1242,912
8.55,681,76,1181,78,1240,912
8.566666666666666,681,76,1181,78,1237,911
8.583333333333334,681,76,1181,78,1234,912
8.6,681,76,1181,78,1231,912
8.616666666666667,681,76,1181,78,1227,913
8.633333333333333,681,76,1181,78,1222,913
8.65,681,76,1181,78,1218,913
8.666666666666666,681,76,1181,78,1213,913
8.683333333333334,681,76,1181,78,1209,913
8.7,681,76,1181,78,1203,913
8.716666666666667,681,76,1181,78,1198,913
8.733333333333333,681,76,1181,78,1192,913
8.75,681,76,1181,78,1187,914
8.766666666666667,681,76,1181,78,1181,914
8.783333333333333,681,76,1181,78,1176,913
8.8,681,76,1181,78,1170,913
8.816666666666666,681,76,1181,78,1165,914
8.833333333333334,681,76,1181,78,1160,913
8.85,681,76,1181,78,1155,913
8.866666666666667,681,76,1181,78,1151,913
8.883333333333333,681,76,1181,78,1146,913
8.9,681,76,1181,78,1143,913
8.916666666666666,681,76,1181,78,1139,913
8.933333333333334,681,76,1181,78,1135,913
8.95,681,76,1181,78,1133,913
8.966666666666667,681,76,1181,78,1131,913
8.983333333333333,681,76,1181,78,1129,913
9.0,681,76,1181,78,1127,912
9.016666666666667,681,76,1181,78,1127,912
9.033333333333333,681,76,1181,78,1126,912
9.05,681,76,1181,78,1127,912
9.066666666666666,681,76,1181,78,1127,912
9.083333333333334,681,76,1181,78,1128,912
9.1,681,76,1181,78,1129,913
9.116666666666667,681,76,1181,78,1131,913
9.133333333333333,681,76,1181,78,1135,913
9.15,681,76,1181,78,1137,913
9.166666666666666,681,76,1181,78,1141,913
9.183333333333334,681,76,1181,78,1145,913
9.2,681,76,1181,78,1149,913
9.216666666666667,681,76,1181,78,1153,913
9.233333333333333,681,76,1181,78,1157,913
9.25,681,76,1181,78,1163,913
9.266666666666667,681,76,1181,78,1168,913
9.283333333333333,681,76,1181,78,1173,914
9.3,681,76,1181,78,1179,914
9.316666666666666,681,76,1181,78,1184,913
9.333333333333334,681,76,1181,78,1190,913
9.35,681,76,1181,78,1195,913
9.366666666666667,681,76,1181,78,1201,913
9.383333333333333,681,76,1181,78,1206,913
9.4,681,76,1181,78,1211,913
9.416666666666666,681,76,1181,78,1216,913
9.433333333333334,681,76,1181,78,1221,913
9.45,681,76,1181,78,1225,913
9.466666666666667,681,76,1181,78,1229,912
9.483333333333333,681,76,1181,78,1233,912
9.5,681,76,1181,78,1236,912
9.516666666666667,681,76,1181,78,1239,912
9.533333333333333,681,76,1181,78,1242,911
9.55,681,76,1181,78,1243,911
9.566666666666666,681,76,1181,78,1245,911
9.583333333333334,681,76,1181,78,1246,911
9.6,681,76,1181,78,1246,911
9.616666666666667,681,76,1181,78,1246,911
9.633333333333333,681,76,1181,78,1246,911
9.65,681,76,1181,78,1245,911
9.666666666666666,681,76,1181,78,1243,911
9.683333333333334,681,76,1181,78,1242,911
9.7,681,76,1181,78,1239,912
9.716666666666667,681,76,1181,78,1236,911
9.733333333333333,681,76,1181,78,1232,912
9.75,681,76,1181,78,1229,912
9.766666666666667,681,76,1181,78,1225,913
9.783333333333333,681,76,1181,78,1220,913
9.8,681,76,1181,78,1216,913
9.816666666666666,681,76,1181,78,1211,913
9.833333333333334,681,76,1181,78,1206,913
9.85,681,76,1181,78,1201,914
9.866666666666667,681,76,1181,78,1195,913
9.883333333333333,681,76,1181,78,1190,914
9.9,681,76,1181,78,1184,914
9.916666666666666,681,76,1181,78,1179,914
9.933333333333334,681,76,1181,78,1173,914
9.95,681,76,1181,78,1168,914
9.966666666666667,681,76,1181,78,1163,913
9.983333333333333,681,76,1181,78,1158,913
10.0,681,76,1181,78,1153,913
10.016666666666667,681,76,1181,78,1149,913
10.033333333333333,681,76,1181,78,1145,913
10.05,681,76,1181,78,1141,913
10.066666666666666,681,76,1181,78,1137,913
10.083333333333334,681,76,1181,78,1135,913
10.1,681,76,1181,78,1131,913
10.116666666666667,681,76,1181,78,1129,913
10.133333333333333,681,76,1181,78,1128,912
10.15,681,76,1181,78,1127,912
10.166666666666666,681,76,1181,78,1127,912
10.183333333333334,681,76,1181,78,1126,912
10.2,681,76,1181,78,1127,912
10.216666666666667,681,76,1181,78,1127,913
10.233333333333333,681,76,1181,78,1129,913
10.25,681,76,1181,78,1131,913
10.266666666666667,681,76,1181,78,1133,913
10.283333333333333,681,76,1181,78,1135,913
10.3,681,76,1181,78,1139,913
10.316666666666666,681,76,1181,78,1143,913
10.333333333333334,681,76,1181,78,1147,913
10.35,681,76,1181,78,1151,913
10.366666666666667,681,76,1181,78,1155,913
10.383333333333333,681,76,1181,78,1160,913
10.4,681,76,1181,78,1165,914
10.416666666666666,681,76,1181,78,1171,914
10.433333333333334,681,76,1181,78,1176,913
10.45,681,76,1181,78,1181,914
10.466666666666667,681,76,1181,78,1187,914
10.483333333333333,681,76,1181,78,1192,913
10.5,681,76,1181,78,1198,913
10.516666666666667,681,76,1181,78,1203,913
10.533333333333333,681,76,1181,78,1208,913
10.55,681,76,1181,78,1213,913
10.566666666666666,681,76,1181,78,1218,913
10.583333333333334,681,76,1181,78,1222,913
10.6,681,76,1181,78,1227,913
10.616666666666667,681,76,1181,78,1231,912
10.633333333333333,681,76,1181,78,1234,912
10.65,681,76,1181,78,1237,911
10.666666666666666,681,76,1181,78,1240,911
10.683333333333334,681,76,1181,78,1242,911
10.7,681,76,1181,78,1244,911
10.716666666666667,681,76,1181,78,1245,911
10.733333333333333,681,76,1181,78,1246,911
10.75,681,76,1181,78,1246,911
10.766666666666667,681,76,1181,78,1246,911
10.783333333333333,681,76,1181,78,1245,911
10.8,681,76,1181,78,1244,911
10.816666666666666,681,76,1181,78,1242,911
10.833333333333334,681,76,1181,78,1241,911
10.85,681,76,1181,78,1238,911
10.866666666666667,681,76,1181,78,1234,912
10.883333333333333,681,76,1181,78,1231,912
10.9,681,76,1181,78,1227,912
10.916666666666666,681,76,1181,78,1223,913
10.933333333333334,681,76,1181,78,1219,913
10.95,681,76,1181,78,1214,913
10.966666666666667,681,76,1181,78,1209,913
10.983333333333333,681,76,1181,78,1204,913
11.0,681,76,1181,78,1199,913
11.016666666666667,681,76,1181,78,1193,914
11.033333333333333,681,76,1181,78,1187,913
11.05,681,76,1181,78,1182,913
11.066666666666666,681,76,1181,78,1177,914
11.083333333333334,681,76,1181,78,1171,913
11.1,681,76,1181,78,1166,913
11.116666666666667,681,76,1181,78,1161,913
11.133333333333333,681,76,1181,78,1155,913
11.15,681,76,1181,78,1151,913
11.166666666666666,681,76,1181,78,1147,913
11.183333333333334,681,76,1181,78,1143,913
11.2,681,76,1181,78,1139,913
11.216666666666667,681,76,1181,78,1136,913
11.233333333333333,681,76,1181,78,1133,913
11.25,681,76,1181,78,1131,913
11.266666666666667,681,76,1181,78,1129,913
11.283333333333333,681,76,1181,78,1127,913
11.3,681,76,1181,78,1127,912
11.316666666666666,681,76,1181,78,1126,912
11.333333333333334,681,76,1181,78,1127,912
11.35,681,76,1181,78,1127,912
11.366666666666667,681,76,1181,78,1128,912
11.383333333333333,681,76,1181,78,1129,913
11.4,681,76,1181,78,1131,913
11.416666666666666,681,76,1181,78,1134,913
11.433333333333334,681,76,1181,78,1137,913
11.45,681,76,1181,78,1141,913
11.466666666666667,681,76,1181,78,1145,913
11.483333333333333,681,76,1181,78,1149,913
11.5,681,76,1181,78,1153,913
11.516666666666667,681,76,1181,78,1157,913
11.533333333333333,681,76,1181,78,1162,913
11.55,681,76,1181,78,1167,913
11.566666666666666,681,76,1181,78,1173,914
11.583333333333334,681,76,1181,78,1179,914
11.6,681,76,1181,78,1184,913
11.616666666666667,681,76,1181,78,1189,913
11.633333333333333,681,76,1181,78,1195,914
11.65,681,76,1181,78,1200,913
11.666666666666666,681,76,1181,78,1206,913
11.683333333333334,681,76,1181,78,1211,913
11.7,681,76,1181,78,1215,913
11.716666666666667,681,76,1181,78,1220,913
11.733333333333333,681,76,1181,78,1224,913
11.75,681,76,1181,78,1229,912
11.766666666666667,681,76,1181,78,1232,912
11.783333333333333,681,76,1181,78,1236,912
11.8,681,76,1181,78,1239,912
11.816666666666666,681,76,1181,78,1241,911
11.833333333333334,681,76,1181,78,1243,911
11.85,681,76,1181,78,1245,911
11.866666666666667,681,76,1181,78,1246,911
11.883333333333333,681,76,1181,78,1246,911
11.9,681,76,1181,78,1246,911
11.916666666666666,681,76,1181,78,1246,911
11.933333333333334,681,76,1181,78,1244,911
11.95,681,76,1181,78,1244,911
11.966666666666667,681,76,1181,78,1242,911
11.983333333333333,681,76,1181,78,1239,912
12.0,681,76,1181,78,1236,912
12.016666666666667,681,76,1181,78,1233,912
12.033333333333333,681,76,1181,78,1230,912
12.05,681,76,1181,78,1225,912
12.066666666666666,681,76,1181,78,1221,913
12.083333333333334,681,76,1181,78,1217,913
12.1,681,76,1181,78,1211,913
12.116666666666667,681,76,1181,78,1207,913
12.133333333333333,681,76,1181,78,1201,913
12.15,681,76,1181,78,1196,913
12.166666666666666,681,76,1181,78,1190,913
12.183333333333334,681,76,1181,78,1185,914
12.2,681,76,1181,78,1179,914
12.216666666666667,681,76,1181,78,1174,913
12.233333333333333,681,76,1181,78,1169,914
12.25,681,76,1181,78,1163,913
12.266666666666667,681,76,1181,78,1159,913
12.283333333333333,681,76,1181,78,1153,913
12.3,681,76,1181,78,1149,913
12.316666666666666,681,76,1181,78,1145,913
12.333333333333334,681,76,1181,78,1141,913
12.35,681,76,1181,78,1137,913
12.366666666666667,681,76,1181,78,1135,913
12.383333333333333,681,76,1181,78,1132,912
12.4,681,76,1181,78,1129,913
12.416666666666666,681,76,1181,78,1128,913
12.433333333333334,681,76,1181,78,1127,913
12.45,681,76,1181,78,1127,912
12.466666666666667,681,76,1181,78,1126,912
12.483333333333333,681,76,1181,78,1127,913
12.5,681,76,1181,78,1127,912
12.516666666666667,681,76,1181,78,1129,913
12.533333333333333,681,76,1181,78,1130,912
12.55,681,76,1181,78,1133,913
12.566666666666666,681,76,1181,78,1135,913
12.583333333333334,681,76,1181,78,1139,913
12.6,681,76,1181,78,1142,913
12.616666666666667,681,76,1181,78,1146,913
12.633333333333333,681,76,1181,78,1150,913
12.65,681,76,1181,78,1155,913
12.666666666666666,681,76,1181,78,1159,913
12.683333333333334,681,76,1181,78,1165,913
12.7,681,76,1181,78,1170,913
12.716666666666667,681,76,1181,78,1175,914
12.733333333333333,681,76,1181,78,1181,914
12.75,681,76,1181,78,1186,913
12.766666666666667,681,76,1181,78,1192,913
12.783333333333333,681,76,1181,78,1197,913
12.8,681,76,1181,78,1202,913
12.816666666666666,681,76,1181,78,1208,913
12.833333333333334,681,76,1181,78,1213,913
12.85,681,76,1181,78,1218,913
12.866666666666667,681,76,1181,78,1222,913
12.883333333333333,681,76,1181,78,1226,913
12.9,681,76,1181,78,1230,912
12.916666666666666,681,76,1181,78,1234,912
12.933333333333334,681,76,1181,78,1237,911
12.95,681,76,1181,78,1240,911
12.966666666666667,681,76,1181,78,1242,911
12.983333333333333,681,76,1181,78,1244,911
13.0,681,76,1181,78,1245,911
13.016666666666667,681,76,1181,78,1246,911
13.033333333333333,681,76,1181,78,1246,911
13.05,681,76,1181,78,1246,911
13.066666666666666,681,76,1181,78,1245,911
13.083333333333334,681,76,1181,78,1244,911
13.1,681,76,1181,78,1242,911
13.116666666666667,681,76,1181,78,1241,911
13.133333333333333,681,76,1181,78,1238,911
13.15,681,76,1181,78,1235,912
13.166666666666666,681,76,1181,78,1232,912
13.183333333333334,681,76,1181,78,1228,912
13.2,681,76,1181,78,1224,913
13.216666666666667,681,76,1181,78,1219,913
13.233333333333333,681,76,1181,78,1214,913
13.25,681,76,1181,78,1209,913
13.266666666666667,681,76,1181,78,1205,913
13.283333333333333,681,76,1181,78,1199,913
13.3,681,76,1181,78,1193,913
13.316666666666666,681,76,1181,78,1188,913
13.333333333333334,681,76,1181,78,1183,914
13.35,681,76,1181,78,1177,914
13.366666666666667,681,76,1181,78,1171,914
13.383333333333333,681,76,1181,78,1167,913
13.4,681,76,1181,78,1161,913
13.416666666666666,681,76,1181,78,1157,913
13.433333333333334,681,76,1181,78,1152,913
13.45,681,76,1181,78,1147,913
13.466666666666667,681,76,1181,78,1143,913
13.483333333333333,681,76,1181,78,1139,913
13.5,681,76,1181,78,1137,913
13.516666666666667,681,76,1181,78,1134,912
13.533333333333333,681,76,1181,78,1131,913
13.55,681,76,1181,78,1129,913
13.566666666666666,681,76,1181,78,1127,912
13.583333333333334,681,76,1181,78,1127,912
13.6,681,76,1181,78,1127,912
13.616666666666667,681,76,1181,78,1127,912
13.633333333333333,681,76,1181,78,1127,912
13.65,681,76,1181,78,1127,912
13.666666666666666,681,76,1181,78,1129,913
13.683333333333334,681,76,1181,78,1131,913
13.7,681,76,1181,78,1134,913
13.716666666666667,681,76,1181,78,1137,913
13.733333333333333,681,76,1181,78,1140,913
13.75,681,76,1181,78,1144,913
13.766666666666667,681,76,1181,78,1148,913
13.783333333333333,681,76,1181,78,1152,913
13.8,681,76,1181,78,1157,913
13.816666666666666,681,76,1181,78,1162,913
13.833333333333334,681,76,1181,78,1167,913
13.85,681,76,1181,78,1172,913
13.866666666666667,681,76,1181,78,1177,914
13.883333333333333,681,76,1181,78,1183,914
13.9,681,76,1181,78,1189,914
13.916666666666666,681,76,1181,78,1194,913
13.933333333333334,681,76,1181,78,1199,913
13.95,681,76,1181,78,1205,913
13.966666666666667,681,76,1181,78,1210,913
13.983333333333333,681,76,1181,78,1215,913
14.0,681,76,1181,78,1220,913
14.016666666666667,681,76,1181,78,1224,913
14.033333333333333,681,76,1181,78,1228,913
14.05,681,76,1181,78,1232,912
14.066666666666666,681,76,1181,78,1235,912
14.083333333333334,681,76,1181,78,1238,911
14.1,681,76,1181,78,1241,911
14.116666666666667,681,76,1181,78,1243,911
14.133333333333333,681,76,1181,78,1244,911
14.15,681,76,1181,78,1245,911
14.166666666666666,681,76,1181,78,1246,911
14.183333333333334,681,76,1181,78,1246,911
14.2,681,76,1181,78,1246,911
14.216666666666667,681,76,1181,78,1245,911
14.233333333333333,681,76,1181,78,1244,911
14.25,681,76,1181,78,1242,911
14.266666666666667,681,76,1181,78,1240,911
14.283333333333333,681,76,1181,78,1237,911
14.3,681,76,1181,78,1234,911
14.316666666666666,681,76,1181,78,1230,912
14.333333333333334,681,76,1181,78,1226,913
14.35,681,76,1181,78,1222,913
14.366666666666667,681,76,1181,78,1217,913
14.383333333333333,681,76,1181,78,1212,913
14.4,681,76,1181,78,1207,913
14.416666666666666,681,76,1181,78,1202,913
14.433333333333334,681,76,1181,78,1197,913
14.45,681,76,1181,78,1191,913
14.466666666666667,681,76,1181,78,1186,913
14.483333333333333,681,76,1181,78,1180,913
14.5,681,76,1181,78,1175,913
14.516666666666667,681,76,1181,78,1169,913
14.533333333333333,681,76,1181,78,1164,913
14.55,681,76,1181,78,1159,913
14.566666666666666,681,76,1181,78,1154,913
14.583333333333334,681,76,1181,78,1149,913
14.6,681,76,1181,78,1145,913
14.616666666666667,681,76,1181,78,1141,913
14.633333333333333,681,76,1181,78,1138,913
14.65,681,76,1181,78,1135,913
14.666666666666666,681,76,1181,78,1133,913
14.683333333333334,681,76,1181,78,1130,912
14.7,681,76,1181,78,1129,913
14.716666666666667,681,76,1181,78,1127,912
14.733333333333333,681,76,1181,78,1127,912
14.75,681,76,1181,78,1127,912
14.766666666666667,681,76,1181,78,1127,912
14.783333333333333,681,76,1181,77,1127,912
14.8,681,76,1181,78,1129,912
14.816666666666666,681,76,1181,78,1130,913
14.833333333333334,681,76,1181,78,1133,913
14.85,681,76,1181,78,1135,913
14.866666666666667,681,76,1181,78,1137,913
14.883333333333333,681,76,1181,78,1141,913
14.9,681,76,1181,78,1145,913
14.916666666666666,681,76,1181,78,1149,913
14.933333333333334,681,75,1181,76,1155,913
14.95,681,76,1181,77,1159,913
14.966666666666667,681,76,1181,78,1163,914
14.983333333333333,681,76,1180,78,1169,913
15.0,681,76,1181,76,1175,913
15.016666666666667,681,76,1181,78,1179,914
15.033333333333333,681,77,1181,78,1185,914
15.05,681,76,1181,78,1191,913
15.066666666666666,681,76,1181,77,1197,914
15.083333333333334,681,76,1181,78,1201,914
15.1,681,76,1181,78,1207,913
15.116666666666667,681,76,1181,77,1212,913
15.133333333333333,681,76,1181,77,1217,913
15.15,681,76,1181,77,1221,912
15.166666666666666,681,75,1181,76,1226,911
15.183333333333334,682,75,1181,76,1231,911
15.2,681,76,1181,77,1233,913
15.216666666666667,681,77,1180,78,1236,912
15.233333333333333,681,76,1181,78,1240,912
15.25,681,77,1181,78,1242,913
15.266666666666667,681,78,1179,80,1242,913
15.283333333333333,679,78,1179,79,1244,911
15.3,681,77,1181,78,1246,912
15.316666666666666,681,78,1181,79,1246,913
15.333333333333334,680,78,1179,79,1245,912
15.35,680,77,1179,78,1246,912
15.366666666666667,682,78,1181,79,1245,913
15.383333333333333,681,78,1181,80,1242,913
15.4,681,77,1180,78,1240,912
15.416666666666666,681,76,1181,78,1238,913
15.433333333333334,681,78,1181,79,1235,913
15.45,681,78,1180,79,1231,913
15.466666666666667,680,76,1179,77,1227,912
15.483333333333333,681,76,1181,78,1224,914
15.5,681,78,1179,80,1218,913
15.516666666666667,679,76,1179,78,1214,912
15.533333333333333,681,75,1181,76,1211,912
15.55,681,76,1181,77,1204,913
15.566666666666666,679,76,1179,78,1198,914
15.583333333333334,679,77,1179,78,1191,915
15.6,677,79,1177,80,1183,917
15.616666666666667,675,80,1174,82,1177,916
15.633333333333333,673,78,1174,78,1173,913
15.65,677,76,1176,77,1169,915
15.666666666666666,677,79,1177,80,1163,917
15.683333333333334,677,78,1177,80,1158,915
15.7,677,78,1177,79,1153,916
15.716666666666667,677,80,1177,81,1149,918
15.733333333333333,680,80,1179,82,1146,916
15.75,679,78,1179,79,1139,914
15.766666666666667,677,77,1176,78,1135,914
15.783333333333333,677,78,1177,80,1132,917
15.8,677,81,1176,82,1129,918
15.816666666666666,675,80,1175,82,1127,915
15.833333333333334,677,77,1175,78,1124,915
15.85,675,80,1175,82,1123,918
15.866666666666667,677,83,1175,84,1124,916
15.883333333333333,679,79,1177,80,1125,912
15.9,679,75,1179,76,1127,909
15.916666666666666,683,74,1183,76,1127,912
15.933333333333334,680,78,1179,79,1123,915
15.95,677,78,1176,80,1127,913
15.966666666666667,682,76,1181,77,1133,911
15.983333333333333,682,76,1182,76,1131,913
